1	0	UBERON_0018297PATO_0000586	C_EQ_1
1	0	UBERON_0018296PATO_0002261UBERON_4300137BFO_0000050UBERON_0011595	C_EQ_2
1	1	UBERON_0018297PATO_0000467	C_EQ_1
1	1	UBERON_0018296PATO_0002261UBERON_4300139BFO_0000050UBERON_0011595	C_EQ_2
1	2	UBERON_0018297PATO_0000462	C_EQ_1
1	2	UBERON_0018296PATO_0002261UBERON_4300139BFO_0000050UBERON_0011595	C_EQ_2
2	0	UBERON_4300127PATO_0000070	C_EQ_1
2	1	UBERON_4300127PATO_0000070	C_EQ_1
2	1	BSPO_0000379BFO_0000050UBERON_0004747PATO_0001875	C_EQ_2
2	1	BSPO_0000379BFO_0000050UBERON_0004747PATO_0001369	C_EQ_3
3	0	UBERON_0017098PATO_0000140PHENOSCAPE_complement_ofPATO_0002261UBERON_4100111	C_EQ_1
3	1	UBERON_0017098PATO_0002261UBERON_4100111	C_EQ_1
4	0	UBERON_0001095PATO_0000570	C_EQ_1
4	1	UBERON_0001095PATO_0000569	C_EQ_1
5	0	UBERON_4300126PATO_0000467	C_EQ_1
5	0	UBERON_4200199PATO_0000462	C_EQ_2
5	1	UBERON_4300126PATO_0000467	C_EQ_1
5	1	UBERON_4200199PATO_0000467	C_EQ_2
5	2	UBERON_4300126PATO_0000462	C_EQ_1
5	2	UBERON_4200199PATO_0000462	C_EQ_2
6	0	UBERON_3000003PATO_0000462	C_EQ_1
6	0	UBERON_3000003PATO_0001961UBERON_0001681	C_EQ_2
6	1	UBERON_3000003PATO_0000569	C_EQ_1
6	1	UBERON_3000003PATO_0000140UBERON_0001681	C_EQ_2
6	2	UBERON_3000003PATO_0001961UBERON_0000209	C_EQ_1
6	2	UBERON_0004529BFO_0000050BSPO_0000072BFO_0000050UBERON_3000003PATO_0000140UBERON_0001681	C_EQ_2
6	3		C_EQ_1
6	4		C_EQ_1
7	0	BSPO_0000077BFO_0000050UBERON_0002074PATO_0005022	C_EQ_1
7	1	BSPO_0000077BFO_0000050UBERON_0002074PATO_0001851	C_EQ_1
8	0	UBERON_0018367BFO_0000050UBERON_0004626PATO_0002235	C_EQ_1
8	0	UBERON_0018367BFO_0000050UBERON_0004627PATO_0000462	C_EQ_2
8	0	UBERON_0018367BFO_0000050UBERON_0004627PATO_0002235	C_EQ_3
8	0	UBERON_0018367BFO_0000050UBERON_0004626PATO_0000462	C_EQ_4
8	1	UBERON_0018367BFO_0000050UBERON_0004626PATO_0000467	C_EQ_1
8	1	UBERON_0018368BFO_0000050UBERON_0004626PATO_0000467	C_EQ_2
8	1	UBERON_0018367BFO_0000050UBERON_0004627PATO_0000467	C_EQ_3
8	1	UBERON_0018368BFO_0000050UBERON_0004627PATO_0000467	C_EQ_4
9	0	UBERON_4300020PATO_0000052PHENOSCAPE_complement_ofPATO_0002533	C_EQ_1
9	1	UBERON_4300020PATO_0002533	C_EQ_1
10	0	UBERON_0011171PATO_0001633UBERON_0006054	C_EQ_1
10	1	UBERON_0011171PATO_0002443UBERON_0006054	C_EQ_1
10	2	UBERON_0011171PATO_0001632UBERON_0006054	C_EQ_1
11	0	UBERON_0018371PATO_0000587	C_EQ_1
11	1	UBERON_0018371PATO_0001154	C_EQ_1
11	1	UBERON_0018371PATO_0000599	C_EQ_2
12	0	UBERON_0017164BFO_0000050UBERON_0003100PATO_0000462	C_EQ_1
12	1	UBERON_0017164BFO_0000050UBERON_0003100PATO_0000467	C_EQ_1
13	0	UBERON_0001094PATO_0001667UBERON_0001273	C_EQ_1
13	1	UBERON_0001094PATO_0001505UBERON_0001273	C_EQ_1
14	0	UBERON_2001805PATO_0001505UBERON_0011637	C_EQ_1
14	1	UBERON_2001805PATO_0000642UBERON_0011637	C_EQ_1
15	0	UBERON_0001424PATO_0000122PHENOSCAPE_complement_ofPATO_0000573UBERON_0000976	C_EQ_1
15	1	UBERON_0001424PATO_0000573UBERON_0000976	C_EQ_1
16	0	UBERON_0001003PATO_0000140UBERON_0000162BFO_0000050UBERON_0003100	C_EQ_1
16	1	UBERON_0001003PATO_0000140UBERON_0000162BFO_0000050UBERON_0003100	C_EQ_1
17	0	UBERON_4200135BSPO_0000120UBERON_0000468PATO_0000651UBERON_4200135BSPO_0000121UBERON_0000468	C_EQ_1
17	1	UBERON_4200135BSPO_0000120UBERON_0000468PATO_0000642UBERON_4200135BSPO_0000121UBERON_0000468	C_EQ_1
18	0	UBERON_0002396BSPO_0000120UBERON_0000468PATO_0000651UBERON_0002396BSPO_0000121UBERON_0000468	C_EQ_1
18	1	UBERON_0002396BSPO_0000120UBERON_0000468PATO_0000642UBERON_0002396BSPO_0000121UBERON_0000468	C_EQ_1
19	0	UBERON_0017249PATO_0002034	C_EQ_1
19	1	UBERON_0017249PATO_0002533	C_EQ_1
19	2	UBERON_0017249PATO_0000462	C_EQ_1
20	0	UBERON_0001695PATO_0001961UBERON_0000210	C_EQ_1
20	0	UBERON_0001695PATO_0001961UBERON_0003113	C_EQ_2
20	1	UBERON_0001695PATO_0001505UBERON_0000210	C_EQ_1
20	1	UBERON_0001695PATO_0001505UBERON_0003113	C_EQ_2
21	0	UBERON_0004704BFO_0000050BSPO_0000079BFO_0000050UBERON_0004328PATO_0000070	C_EQ_1
21	1	UBERON_0004704BFO_0000050BSPO_0000079BFO_0000050UBERON_0004328PATO_0000070	C_EQ_1
22	0	UBERON_2000356PATO_0000122PATO_increased_in_magnitude_relative_toPATO_0000921BFO_0000052UBERON_2000356	C_EQ_1
22	1	UBERON_2000356PATO_0000921PATO_increased_in_magnitude_relative_toPATO_0000122BFO_0000052UBERON_2000356	C_EQ_1
23	0	UBERON_0002397PATO_0000140UBERON_0018341	C_EQ_1
23	1	UBERON_0002397PATO_0000140UBERON_0018341	C_EQ_1
24	0	UBERON_0018334PATO_0000140UBERON_0018337	C_EQ_1
24	1	UBERON_0018334PATO_0000140UBERON_0018337	C_EQ_1
25	0	UBERON_0001479BFO_0000050UBERON_0009879PATO_0000462	C_EQ_1
