1	0	UBERON_0003672PATOTEMP_8822e54b-89f9-431a-8a20-25698b53353c	C_EQ_1
1	0	UBERONTEMP_4fffbeb1-0774-4eb2-860e-5b50dece221cBFO_0000050UBERON_0003672PATO_0000586	C_EQ_2
1	1	UBERON_0003672PATOTEMP_8822e54b-89f9-431a-8a20-25698b53353c	C_EQ_1
1	1	UBERON_0003672PATO_0001600	C_EQ_2
1	1	UBERONTEMP_4fffbeb1-0774-4eb2-860e-5b50dece221cPATO_0000467	C_EQ_3
1	2	UBERON_0003672PATOTEMP_8822e54b-89f9-431a-8a20-25698b53353c	C_EQ_1
1	2	UBERON_0003672PATO_0001600	C_EQ_2
1	2	UBERONTEMP_4fffbeb1-0774-4eb2-860e-5b50dece221cPATO_0000462	C_EQ_3
2	0	UBERON_4200133BFO_0000050UBERON_0011671PATO_0000070	C_EQ_1
2	1	UBERON_4200133BFO_0000050UBERON_0011671PATO_0001786	C_EQ_1
2	1	UBERON_4200133BFO_0000050UBERON_0011671PATO_0000070	C_EQ_2
3	0	UBERONTEMP_000a0d60-aa06-477d-936c-ba14ac4f0c2dBFO_0000050UBERON_0008812PATO_0001505UBERONTEMP_382249cd-df28-48b2-ba1a-38dc059b3d0c	C_EQ_1
3	1	UBERONTEMP_000a0d60-aa06-477d-936c-ba14ac4f0c2dBFO_0000050UBERON_0008812PATO_0001590UBERONTEMP_382249cd-df28-48b2-ba1a-38dc059b3d0c	C_EQ_1
4	0	UBERON_0001095PATO_0000587UBERON_0001075	C_EQ_1
4	1	UBERON_0001095PATO_0000586	C_EQ_1
5	0	UBERONTEMP_ba10737a-6aef-4435-b85f-4761b4978e5fPATOTEMP_57a2092d-7ca1-4bb0-b34f-afa8a5b8114a	C_EQ_1
5	0	UBERONTEMP_657f231c-3c4d-4853-a17f-82c710315be6PATO_0000462	C_EQ_2
5	1	UBERONTEMP_ba10737a-6aef-4435-b85f-4761b4978e5fPATOTEMP_57a2092d-7ca1-4bb0-b34f-afa8a5b8114a	C_EQ_1
5	1	UBERONTEMP_657f231c-3c4d-4853-a17f-82c710315be6PATO_0000467	C_EQ_2
5	2	CL_0000855PATOTEMP_a37eda36-7bb0-4386-a24d-383cf3a9d474	C_EQ_1
6	0	UBERON_0004529BFO_0000050UBERON_0002244PATO_0000462	C_EQ_1
6	0	UBERON_0004529BFO_0000050UBERON_0002244PATO_0002106	C_EQ_2
6	1	UBERON_0004529BFO_0000050UBERON_0002244PATO_0000574	C_EQ_1
6	1	UBERON_0004529BFO_0000050UBERON_0002244PATO_0002110	C_EQ_2
6	2	UBERON_0004529BFO_0000050UBERON_0002244PATO_0001600	C_EQ_1
6	2	UBERON_0004529BFO_0000050UBERON_0002244PATO_0001961UBERON_0000209	C_EQ_2
6	3		C_EQ_1
6	4		C_EQ_1
7	0	BSPO_0000074BFO_0000050UBERON_0005932BFO_0000050UBERON_0010166PATO_0000462	C_EQ_1
7	1	BSPO_0000074BFO_0000050UBERON_0005932BFO_0000050UBERON_0010166PATO_0000467	C_EQ_1
8	0	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004626PATO_0000462	C_EQ_1
8	0	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004626PATO_0002235	C_EQ_2
8	0	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004627PATO_0000467	C_EQ_3
8	0	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004627PATO_0002235	C_EQ_4
8	1	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004626PATO_0001786	C_EQ_1
9	0	UBERONTEMP_1a260624-dd7f-4984-a989-789d6e961a3cBFO_0000050UBERON_4000163PATO_0000462	C_EQ_1
9	1	UBERONTEMP_1a260624-dd7f-4984-a989-789d6e961a3cBFO_0000050UBERON_4000163PATO_0000467	C_EQ_1
10	0	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0001633UBERON_0006054	C_EQ_1
10	1	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0002443UBERON_0006054	C_EQ_1
10	2	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0001632UBERON_0006054	C_EQ_1
11	0	UBERONTEMP_f721b85c-54d3-4e89-a61e-bfddacf0fe93BFO_0000050BSPO_0000084BFO_0000050BSPO_0000078BFO_0000050UBERON_0000976PATO_0000569	C_EQ_1
11	1	UBERONTEMP_f721b85c-54d3-4e89-a61e-bfddacf0fe93BFO_0000050BSPO_0000084BFO_0000050BSPO_0000078BFO_0000050UBERON_0000976PATO_0000573	C_EQ_1
