1	0	UBERONTEMP_4fffbeb1-0774-4eb2-860e-5b50dece221cPATO_0000586	C_EQ_1
1	0	UNKNOWNTEMP_3862c8c3-40e0-4488-a240-f93bc32739ebPATO_0000140BSPOTEMP_7535b6a1-f4ae-467a-8401-8e5ad78bc50bBFO_0000050UBERON_0001708	C_EQ_2
1	1	UBERONTEMP_4fffbeb1-0774-4eb2-860e-5b50dece221cPATO_0000467	C_EQ_1
1	1	UNKNOWNTEMP_3862c8c3-40e0-4488-a240-f93bc32739ebPATO_0000140BSPOTEMP_43b08bf0-7b79-4c56-a8a8-a5a175646bcaBFO_0000050UBERON_0001708	C_EQ_2
1	2	UBERONTEMP_4fffbeb1-0774-4eb2-860e-5b50dece221cPATO_0000462	C_EQ_1
1	2	UNKNOWNTEMP_3862c8c3-40e0-4488-a240-f93bc32739ebPATO_0000140BSPOTEMP_43b08bf0-7b79-4c56-a8a8-a5a175646bcaBFO_0000050UBERON_0001708	C_EQ_2
2	0	UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4baPATO_0000070	C_EQ_1
2	1	UBERONTEMP_043616cc-abac-415d-b5e7-b0e96d27c4baPATO_0000070	C_EQ_1
2	1	UBERON_0003113PATO_0001875	C_EQ_2
3	0	UBERONTEMP_65267252-c554-4d25-acbb-e1d1a95d1367PATO_0000140UBERONTEMP_382249cd-df28-48b2-ba1a-38dc059b3d0c	C_EQ_1
3	1	UBERONTEMP_65267252-c554-4d25-acbb-e1d1a95d1367PATO_0000140UBERONTEMP_382249cd-df28-48b2-ba1a-38dc059b3d0c	C_EQ_1
4	0	UBERON_0001095BFO_0000051UBERON_0001076BFO_0000051UBERON_0006065PATO_0000119PATO_decreased_in_magnitude_relative_toPATO_0000122BFO_0000052UBERON_0001075	C_EQ_1
4	1	UBERON_0001095BFO_0000051UBERON_0001076BFO_0000051UBERON_0006065PATO_0000119PATO_increased_in_magnitude_relative_toPATO_0000122BFO_0000052UBERON_0001075	C_EQ_1
5	0	UBERONTEMP_9784fd41-af57-4b35-8fd6-6f64196109a7PATO_0000467	C_EQ_1
5	0	UBERONTEMP_657f231c-3c4d-4853-a17f-82c710315be6PATO_0000462	C_EQ_2
5	1	UBERONTEMP_657f231c-3c4d-4853-a17f-82c710315be6PATO_0000467	C_EQ_1
5	1	UBERONTEMP_9784fd41-af57-4b35-8fd6-6f64196109a7PATO_0000467	C_EQ_2
5	2	CL_0000855PATO_0000299	C_EQ_1
5	2	CL_0000855PATO_0000300	C_EQ_2
6	0	UBERON_3000003PATO_0000462	C_EQ_1
6	0	UBERON_3000003PATO_0001961UBERON_0001681	C_EQ_2
6	1	UBERON_3000003PATO_0000569	C_EQ_1
6	1	UBERON_3000003PATO_0000140UBERON_0001681	C_EQ_2
6	2	UBERON_3000003PATO_0001961UBERON_0000209	C_EQ_1
6	2	UBERON_0004529BFO_0000050BSPO_0000072BFO_0000050UBERON_3000003PATO_0000140UBERON_0001681	C_EQ_2
6	3		C_EQ_1
6	4		C_EQ_1
7	0	UBERONTEMP_a49f340d-34d5-487f-aeb8-a5f21b794526PATO_0000462	C_EQ_1
7	1	UBERONTEMP_a49f340d-34d5-487f-aeb8-a5f21b794526PATO_0000467	C_EQ_1
8	0	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004626PATO_0000462	C_EQ_1
8	0	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004626PATO_0002235	C_EQ_2
8	0	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004627PATO_0000462	C_EQ_3
8	0	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004627PATO_0002235	C_EQ_4
8	1	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004626PATO_0001890	C_EQ_1
8	1	UBERON_0004529BFO_0000050BSPO_0000084BFO_0000050UBERON_0004627PATO_0001890	C_EQ_2
9	0	UBERONTEMP_771d4bfd-8447-4e10-8284-2c6e2362eeb4PATO_0000141	C_EQ_1
9	1	UBERONTEMP_771d4bfd-8447-4e10-8284-2c6e2362eeb4PATO_0000141	C_EQ_1
10	0	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0001633UBERON_0006054	C_EQ_1
10	1	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0002443UBERON_0006054	C_EQ_1
10	2	UBERONTEMP_160a7d88-ce21-4e9f-bc46-5cb40d86b259PATO_0001632UBERON_0006054	C_EQ_1
11	0	UBERONTEMP_227c8fa9-af2b-4301-9c95-641d39864df6PATO_0000587	C_EQ_1
11	1	UBERONTEMP_227c8fa9-af2b-4301-9c95-641d39864df6PATO_0001154	C_EQ_1
11	1	UBERONTEMP_227c8fa9-af2b-4301-9c95-641d39864df6PATO_0000599	C_EQ_2
12	0	UBERONTEMP_3bde5870-7193-4f1c-a9c3-930cef534038BFO_0000050UBERON_0003100PATO_0000462	C_EQ_1
12	1	UBERONTEMP_3bde5870-7193-4f1c-a9c3-930cef534038BFO_0000050UBERON_0003100PATO_0000467	C_EQ_1
13	0	UBERON_0002228RO_0002150UBERON_0003690PATO_0001961UBERON_0001273	C_EQ_1
13	1	UBERON_0002228RO_0002150UBERON_0003690PATO_0001505UBERON_0001273	C_EQ_1
14	0	UBERON_2001805PATO_0001505UBERON_0011637	C_EQ_1
14	1	UBERON_2001805PATO_0000642UBERON_0011637	C_EQ_1
15	0	UBERON_0001424PATO_0000574UBERON_0000976	C_EQ_1
15	1	UBERON_0001424PATO_0000573UBERON_0000976	C_EQ_1
16	0	UBERON_0001003PATO_0000140UBERON_0000162BFO_0000050UBERON_0003100	C_EQ_1
16	1	UBERON_0001003PATO_0000140UBERON_0000162BFO_0000050UBERON_0003100	C_EQ_1
17	0	UBERON_4200135BSPO_0000120UBERON_0000468PATO_0001505UBERON_4200135BSPO_0000121UBERON_0000468	C_EQ_1
17	1	UBERON_4200135BSPO_0000120UBERON_0000468PATO_0000642UBERON_4200135BSPO_0000121UBERON_0000468	C_EQ_1
18	0	UBERON_0002396BSPO_0000120UBERON_0000468PATO_0001505UBERON_0002396BSPO_0000121UBERON_0000468	C_EQ_1
18	1	UBERON_0002396BSPO_0000120UBERON_0000468PATO_0000642UBERON_0002396BSPO_0000121UBERON_0000468	C_EQ_1
19	0	UBERONTEMP_b0379d68-e54b-4dac-851c-0336cfb85a8fPATOTEMP_90096f39-aa24-414f-b81a-58ac76cd112c	C_EQ_1
19	1	UBERONTEMP_b0379d68-e54b-4dac-851c-0336cfb85a8fPATOTEMP_8266f831-455f-44f9-ab48-af5e68f51391	C_EQ_1
19	2	UBERONTEMP_b0379d68-e54b-4dac-851c-0336cfb85a8fPATO_0000462	C_EQ_1
20	0	UBERON_0001695PATO_0001961UBERON_0000210	C_EQ_1
20	0	UBERON_0001695PATO_0001961UBERON_0003113	C_EQ_2
20	1	UBERON_0001695PATO_0001505UBERON_0000210	C_EQ_1
20	1	UBERON_0001695PATO_0001505UBERON_0003113	C_EQ_2
21	0	UBERON_0004704BFO_0000050BSPO_0000079BFO_0000050UBERON_0004328PATO_0000070	C_EQ_1
21	1	UBERON_0004704BFO_0000050BSPO_0000079BFO_0000050UBERON_0004328PATO_0000070	C_EQ_1
22	0	UBERON_2000356PATO_0000122PATO_increased_in_magnitude_relative_toPATO_0000921BFO_0000052UBERON_2000356	C_EQ_1
22	1	UBERON_2000356PATO_0000921PATO_increased_in_magnitude_relative_toPATO_0000122BFO_0000052UBERON_2000356	C_EQ_1
