1	s0001f889-2729-45cc-97c1-677918fc5bf7	s99763983-e982-4248-af93-074eb69c638f	UBERON:4200018 Score:[1.0]	PATO:0000039 Score:[1.0]	
2	s0001f889-2729-45cc-97c1-677918fc5bf7	sa2cf7655-81af-4c7e-86e4-878e3e9d2b80	UBERON:4200018 Score:[1.0]	PATO:0000039 Score:[1.0]	
3	s0001f889-2729-45cc-97c1-677918fc5bf7	sf56d1dc1-a152-427c-8336-4dde2ce58d50	UBERON:4200018 Score:[1.0]	PATO:0000462 Score:[1.0]	
4	s0249fceb-503a-41ff-b9eb-4ed591b95c15	s47a31a90-71eb-4bb9-a1de-626f44e13280	UBERON:0003113 Score:[0.4]@,UBERON:0001062 and (BFO:0000050 some (UBERON:0002067 and (BFO:0000050 some UBERON:0003113))) Score:[0.1]	PATO:0000462 Score:[1.0]	
5	s0249fceb-503a-41ff-b9eb-4ed591b95c15	s63d508d0-0750-4a89-be36-9d5886a5a136	UBERON:0003113 Score:[0.4]@,UBERON:0001062 and (BFO:0000050 some (UBERON:0002067 and (BFO:0000050 some UBERON:0003113))) Score:[0.1]	PATO:0000467 Score:[1.0]	
6	s0249fceb-503a-41ff-b9eb-4ed591b95c15	s63d508d0-0750-4a89-be36-9d5886a5a136	UBERON:0003113 Score:[0.4]@,UBERON:0001062 and (BFO:0000050 some (UBERON:0002067 and (BFO:0000050 some UBERON:0003113))) Score:[0.1]	PATO:0001779 Score:[1.0]	
7	s0249fceb-503a-41ff-b9eb-4ed591b95c15	s6adaeece-9556-439a-814c-b17d8a2786e8	UBERON:0003113 Score:[0.4]@,UBERON:0001062 and (BFO:0000050 some (UBERON:0002067 and (BFO:0000050 some UBERON:0003113))) Score:[0.1]	PATO:0000467 Score:[1.0]	
8	s0249fceb-503a-41ff-b9eb-4ed591b95c15	s6adaeece-9556-439a-814c-b17d8a2786e8	UBERON:0003113 Score:[0.4]@,UBERON:0001062 and (BFO:0000050 some (UBERON:0002067 and (BFO:0000050 some UBERON:0003113))) Score:[0.1]	PATO:0000700 Score:[1.0]	
9	s0249fceb-503a-41ff-b9eb-4ed591b95c15	s6adaeece-9556-439a-814c-b17d8a2786e8	UBERON:0004529 Score:[1.0]	PATO:0000467 Score:[1.0]	
10	s0249fceb-503a-41ff-b9eb-4ed591b95c15	sb0ec8a6e-8ff2-4b9b-af52-291263e0c481	UBERON:0003113 Score:[0.4]@,UBERON:0001062 and (BFO:0000050 some (UBERON:0002067 and (BFO:0000050 some UBERON:0003113))) Score:[0.1]	PATO:0000467 Score:[1.0]	
11	s0249fceb-503a-41ff-b9eb-4ed591b95c15	sb0ec8a6e-8ff2-4b9b-af52-291263e0c481	UBERON:0003113 Score:[0.4]@,UBERON:0001062 and (BFO:0000050 some (UBERON:0002067 and (BFO:0000050 some UBERON:0003113))) Score:[0.1]	PATO:0000700 Score:[1.0]	
12	s0249fceb-503a-41ff-b9eb-4ed591b95c15	sb0ec8a6e-8ff2-4b9b-af52-291263e0c481	UBERON:0003113 Score:[0.4]@,UBERON:0001062 and (BFO:0000050 some (UBERON:0002067 and (BFO:0000050 some UBERON:0003113))) Score:[0.1]	PATOTEMP:6734e62a-dd4a-43cc-8e59-c6ac7280e12c Score:[1.0]	
13	s03007b69-6d1e-4534-a5be-597028292b37	s7ce5d0a8-b3e2-4a17-a3d9-4b4633347b14	UBERON:3000966 and (BFO:0000050 some UBERON:0011637) Score:[0.5]	PATO:0000463 Score:[0.5]	
14	s03007b69-6d1e-4534-a5be-597028292b37	s9877ec21-9fbe-409c-bb95-f73bbd9d762b	UBERON:3000966 and (BFO:0000053 some PATO:0000463) Score:[0.25]	PATO:0000467 Score:[1.0]	
15	s03007b69-6d1e-4534-a5be-597028292b37	s9877ec21-9fbe-409c-bb95-f73bbd9d762b	UBERON:3000966 and (BFO:0000053 some PATO:0000463) Score:[0.25]	PATO:0000467 Score:[1.0]	
16	s05910a07-d271-4579-9492-acf763f50d9a	s71859aac-c1f7-45b7-986a-d6c0b76df64b	UBERON:0001075 Score:[1.0]	PATO:0000574 Score:[0.8]	
17	s05910a07-d271-4579-9492-acf763f50d9a	s8b0e8314-85c6-4017-a06d-1475fa7b2af2	UBERON:0001075 Score:[1.0]	PATO:0000573 Score:[0.8]	
18	s05910a07-d271-4579-9492-acf763f50d9a	saf0b3e21-1a03-4580-b902-23155dc56d75	UBERON:0001075 Score:[1.0]	null Score:[0.0]	
19	s06062b08-073b-465e-bd9b-1a0a926f23ff	s38f777a4-3155-42f9-81db-24259f6afc19	UBERON:0010202 and (BSPO:passes_through some UBERON:0002542) Score:[1.0]	PATO:0000467 Score:[1.0]	
20	s06062b08-073b-465e-bd9b-1a0a926f23ff	scdc59638-73a2-4f85-b0b6-9514bffcb5b5	UBERON:0010202 and (BSPO:passes_through some UBERON:0002542) Score:[1.0]	PATO:0000462 Score:[0.0]	
21	s0628bcda-c5f7-4613-a1e3-c4e4452a441a	s57dc7afd-55a0-4fad-9178-d5fc7920a93e			
22	s0628bcda-c5f7-4613-a1e3-c4e4452a441a	sf05a8dd7-3dc4-4fe9-a4af-dc7287c1b35a			
23	s0b19ccc6-1944-4183-a029-f6bd8251ff9e	s2067793f-0ab1-443d-af1b-7c6a7dfb8bd6	UBERON:0001018 Score:[0.5]	PATO:0001505 Score:[1.0]	UBERON:0000989 Score:[1.0]
24	s0b19ccc6-1944-4183-a029-f6bd8251ff9e	s2067793f-0ab1-443d-af1b-7c6a7dfb8bd6	UBERON:0001300 and (BFO:0000053 some PATO:0000140) Score:[1.0]	PATO:0001505 Score:[1.0]	UBERON:0000989 Score:[1.0]
25	s0b19ccc6-1944-4183-a029-f6bd8251ff9e	s2067793f-0ab1-443d-af1b-7c6a7dfb8bd6	UBERON:0001018 Score:[0.5]	PATO:0000463 Score:[0.5]	
26	s0b19ccc6-1944-4183-a029-f6bd8251ff9e	s2067793f-0ab1-443d-af1b-7c6a7dfb8bd6	UBERON:0001300 and (BFO:0000053 some PATO:0000140) Score:[1.0]	PATO:0000463 Score:[0.5]	
27	s0b19ccc6-1944-4183-a029-f6bd8251ff9e	s84786279-c6d5-498a-a3a1-84b5ea384c44	UBERON:0001018 Score:[0.5]	RO:0002220 Score:[1.0]	UBERON:0000989 Score:[1.0]
28	s0b19ccc6-1944-4183-a029-f6bd8251ff9e	s84786279-c6d5-498a-a3a1-84b5ea384c44	UBERON:0001300 and (BFO:0000053 some PATO:0000140) Score:[1.0]	RO:0002220 Score:[1.0]	UBERON:0000989 Score:[1.0]
29	s0b19ccc6-1944-4183-a029-f6bd8251ff9e	s84786279-c6d5-498a-a3a1-84b5ea384c44	UBERON:0001018 Score:[0.5]	PATO:0000467 Score:[1.0]	
30	s0b19ccc6-1944-4183-a029-f6bd8251ff9e	s84786279-c6d5-498a-a3a1-84b5ea384c44	UBERON:0001300 and (BFO:0000053 some PATO:0000140) Score:[1.0]	PATO:0000467 Score:[1.0]	
31	s0b9b7b55-4e41-45e9-8b21-8c30253a76d9	s762e893f-8a5b-4467-a073-6d222c30b18d		PATO:0000467 Score:[1.0]	
32	s0b9b7b55-4e41-45e9-8b21-8c30253a76d9	s7d12fcbf-62b6-44f9-9fe1-0010bd66a8be		PATO:0000462 Score:[1.0]	
33	s0c866902-e2ad-4d38-b935-e8e2052d9eed	saa242546-7221-4791-b2d5-9d538ff51ae8	null and (BFO:0000050 some (UBERON:0004704 and (BFO:0000050 some UBERON:0001860))) Score:[1.0]	null Score:[0.0]	
34	s0c866902-e2ad-4d38-b935-e8e2052d9eed	saa242546-7221-4791-b2d5-9d538ff51ae8	null and (BFO:0000050 some UBERON:0004704) and (BFO:0000053 some PATOTEMP:37a095ce-53fc-4746-80ff-f7ce2a70ffa4) Score:[1.0]	PATO:0000467 Score:[1.0]	
35	s0c866902-e2ad-4d38-b935-e8e2052d9eed	s8696d035-531b-4874-a183-8cc01a0b33ce	null and (BFO:0000050 some UBERON:0004704) and (BFO:0000053 some PATOTEMP:37a095ce-53fc-4746-80ff-f7ce2a70ffa4) Score:[1.0]	PATO:0000462 Score:[1.0]	
36	s0da924f9-2e03-4ef7-bd46-da9b8493ef7c	seedeab36-f91c-480c-9e26-f694602d0c05	UBERON:0004743 Score:[1.0]	PATO:0000467 Score:[1.0]	
37	s0da924f9-2e03-4ef7-bd46-da9b8493ef7c	seedeab36-f91c-480c-9e26-f694602d0c05	UBERON:3000778 Score:[1.0]@,UBERON:4200105 and (BFO:0000050 some UBERON:3000778) Score:[1.0]	PATO:0000467 Score:[1.0]	
38	s0da924f9-2e03-4ef7-bd46-da9b8493ef7c	s8076fda1-130d-4bea-ab62-70890a4154c1	UBERON:0004743 Score:[1.0]	PATO:0000462 Score:[1.0]	
39	s0da924f9-2e03-4ef7-bd46-da9b8493ef7c	s8076fda1-130d-4bea-ab62-70890a4154c1	UBERON:3000778 Score:[1.0]@,UBERON:4200105 and (BFO:0000050 some UBERON:3000778) Score:[1.0]	PATO:0000462 Score:[1.0]	
40	s0dccdf49-4d9b-4154-a250-c69fc423ce35	s07e501ef-5bfe-4930-bbbc-2a20e691b021		PATO:0000467 Score:[1.0]	
41	s0dccdf49-4d9b-4154-a250-c69fc423ce35	s07e501ef-5bfe-4930-bbbc-2a20e691b021	UBERON:0000046 and (BFO:0000053 some PATO:0001154) Score:[0.5]@,UBERON:3010007 and (BFO:0000053 some PATO:0001154) Score:[0.5]	PATO:0000467 Score:[1.0]	
